id,category,text,source,written_by,status
sch-106,scholarships,"NUML has established a Support Fund to provide financial assistance to underprivileged and needy students of the university. This fund is supported through voluntary donations and Zakat contributions from NUML employees, and operates separately from the HEC Need Based Scholarship, offering another avenue for students who may not qualify for that specific program or whose need falls outside the criteria assessed by the Institutional Scholarship Award Committee. Because this fund draws on internally raised donations rather than an HEC allocation, its availability and the amount it can offer in a given cycle may depend on how much has been contributed, so students interested in this option should inquire directly with the Student Financial Aid Office about current availability.",numl.edu.pk/main/campus/scholarships,Minahil,verified
sch-107,scholarships,"NUML also facilitates scholarships awarded by Pakistan Bait-ul-Mal (PBM) for deserving students of the university, with applications invited separately from the HEC Need Based Scholarship process and announced on their own schedule rather than alongside it. Like the Support Fund, this offers another option for students who do not qualify for the HEC scholarship, or who wish to apply to more than one financial assistance program simultaneously to improve their chances of receiving some form of support. Because PBM scholarships are administered by an external organization rather than NUML directly, students interested in this route should watch for its own separate announcement rather than assuming it follows the same timeline as the university's internal scholarship processes.",numl.edu.pk/main/campus/scholarships,Minahil,verified
sch-108,scholarships,"For questions about the HEC Need Based Scholarship or other scholarship programs, students can contact the Student Financial Aid Office at NUML's main line, 051-9265100, noting that an extension number may be required to reach the correct department once connected to the university switchboard. The office is also physically located at Room No. 26, Jinnah Block, on the Islamabad campus for students who prefer to visit in person rather than call, which is also where the completed HEC Need Based Scholarship form and supporting documents are submitted. Regional-campus students, however, should direct their scholarship queries to their own campus office rather than this Islamabad location, since they submit their applications locally rather than through the Jinnah Block office.",pakadmissions.com (NUML scholarship guide),Minahil,verified
sch-109,scholarships,"The HEC Need Based Scholarship is generally intended to cover the student's semester fee along with a monthly stipend contribution toward living costs such as books, transport, food, and hostel expenses, though the exact amount depends on HEC's allocation for that cycle rather than being a fixed figure published in advance. This means the value of the scholarship can vary from one semester or academic year to the next depending on how much funding HEC makes available to NUML overall. Students should treat this as a general benefit description rather than a guaranteed fixed amount, and should confirm current details, including how the stipend is disbursed, with the Student Financial Aid Office once an award has actually been granted.",pakadmissions.com (NUML scholarship guide),Minahil,verified
sch-110,scholarships,"Scholarship programs at NUML, including the Need Based Scholarship, are intended for students who are actively enrolled in a participating program, and continued receipt of the scholarship until degree completion is generally subject to satisfactory academic performance each semester rather than being granted once and held permanently regardless of later results. This is reflected in the requirement that students beyond their first semester must submit their previous semester's result transcript with each renewal application, allowing the Institutional Scholarship Award Committee to reassess continued eligibility. Students whose results or enrollment status change, for example due to a semester freeze or a significant drop in CGPA, should confirm with the Student Financial Aid Office whether their scholarship status is affected before assuming it will simply continue unchanged.",hec.gov.pk (Need Based Scholarships Eligibility Criteria),Minahil,verified
fac-111,faculty,"NUML Islamabad is organized into four core faculties: the Faculty of Languages, the Faculty of Engineering and Computer Sciences, the Faculty of Management Studies, and the Faculty of Social Sciences, alongside a fifth Faculty of Arts and Humanities that complements the four core faculties by nurturing students' creative and aesthetic development alongside their main degree. Each program at NUML falls under one of these five faculties, which determines which dean's office and department handle a student's academic matters and approvals. Students unsure which faculty their specific program belongs to can use the online Faculty Finder tool on the NUML website, which is designed specifically to route a query to the correct faculty or department contact.",timeshighereducation.com (NUML profile),Minahil,verified
fac-112,faculty,"The Faculty of Engineering and Computer Sciences (FE&CS) at NUML comprises the Department of Electrical Engineering, the Department of Computer Science, and the Department of Mathematics. It was established in October 2008, bringing together Computer Science classes that had already begun in January 2002 and Engineering classes that began later in August 2006 under one unified faculty structure. Its programs, including BS Computer Science and BS Software Engineering, are accredited by the National Computing Education Accreditation Council, while BE Electrical Engineering is separately accredited by the Pakistan Engineering Council starting from its very first batch. Students with faculty-wide queries can reach the Dean's office through NUML's main line, extension 2060, or by email at dean-engg@numl.edu.pk.",numl.edu.pk/main/campus/faculties/128,Minahil,verified
fac-113,faculty,"NUML's BE Electrical Engineering degree is accredited by the Pakistan Engineering Council (PEC) starting from its very first batch of students. The BS Computer Science and BS Software Engineering programs are accredited by the National Computing Education Accreditation Council (NCEAC), and all three of these programs fall under the Faculty of Engineering and Computer Sciences, which also includes the Department of Mathematics and was formally established in October 2008. This layered accreditation structure means students in these specific programs benefit from both the general HEC recognition that applies to every NUML degree and an additional, discipline-specific accreditation relevant to professional registration in their field after graduation, which not every program at the university carries in the same way.",numl.edu.pk/main/campus/faculties/128,Minahil,verified
fac-114,faculty,"Computer Science classes began at NUML Islamabad in January 2002, while Engineering classes began later, in August 2006. Both programs now sit under the Faculty of Engineering and Computer Sciences, which was formally established in October 2008 to bring these growing departments together with the Department of Mathematics under one unified faculty structure, rather than operating as separate standalone units as they had in the earlier years before the faculty's formal creation. This means Computer Science at NUML predates the formal Faculty of Engineering and Computer Sciences by close to seven years, having started as an individual program before the broader engineering and computing structure was consolidated around it once Engineering classes were also introduced.",numl.edu.pk/main/campus/faculties/128,Minahil,verified
fac-115,faculty,"The Faculty of Social Sciences at NUML offers BS, MPhil, and PhD programs in areas including Educational Sciences, Applied Psychology, International Relations, Islamic Thought and Culture, Media and Communication Studies, Pakistan Studies, Peace and Conflict Studies, and Governance and Public Policy. It is one of NUML's four core faculties, alongside the Faculty of Languages, the Faculty of Engineering and Computer Sciences, and the Faculty of Management Studies, and is further complemented by the separate Faculty of Arts and Humanities. Students interested in any of these disciplines should confirm program-specific admission requirements with the relevant department directly, since eligibility criteria, entry test structure, and merit calculation can vary between the different degree programs housed under this single faculty.",numl.edu.pk/faculties/Faculty%20of%20Social%20Sciences,Minahil,verified
fac-116,faculty,"NUML also has a Faculty of Arts and Humanities (FAH), which works to foster interest and nurture the aesthetic abilities of students alongside their academic studies rather than functioning as a fifth degree-granting faculty in the same structural sense as the other four. It complements NUML's other four core faculties, Languages, Engineering and Computer Sciences, Management Studies, and Social Sciences, by giving students a space for creative development outside their main degree program regardless of which of those four faculties a student's primary degree falls under. Because of this complementary role, students across every degree program at NUML, not just those enrolled in a specific arts-related major, can typically engage with the opportunities the Faculty of Arts and Humanities offers.",numl.edu.pk/faculties/Faculty%20of%20Arts%20and%20Humanities,Minahil,verified
fac-117,faculty,"Students can contact the Dean of the Faculty of Engineering and Computer Sciences at NUML through the university's main line, +92-51-9265100, extension 2060, or by email at dean-engg@numl.edu.pk. For program-specific queries rather than faculty-wide matters, contacting the relevant department directly, such as the Department of Computer Science or the Department of Electrical Engineering, or using NUML's online Faculty Finder tool, may get a faster response than routing every query through the Dean's office. This distinction matters because the Dean's office typically handles broader faculty-level administrative matters, while day-to-day academic questions about a specific course or program are usually resolved more quickly at the department level.",numl.edu.pk/main/campus/faculties/128,Minahil,verified
fac-118,faculty,"NUML provides an online Faculty Finder tool on its website to help students identify and reach the correct department or faculty contact for their query. This is particularly useful for students unsure which of NUML's four core faculties, Languages, Engineering and Computer Sciences, Management Studies, or Social Sciences, plus the complementary Faculty of Arts and Humanities, their specific program or concern falls under. Rather than guessing which dean's office or department to contact and risking a delayed or misdirected query, a student can use this tool to route their question correctly the first time, which is especially helpful for administrative matters like transcripts, fee queries, or program transfers that require reaching the right office.",numl.edu.pk/facultyfinder,Minahil,verified
fac-119,faculty,"Across its faculties, NUML offers undergraduate, graduate, and postgraduate programs in languages and linguistics, social sciences, media and communications, management sciences, and electrical, software, and computer engineering disciplines. These programs are distributed across NUML's four core faculties, Languages, Engineering and Computer Sciences, Management Studies, and Social Sciences, and the complementary Faculty of Arts and Humanities, so the online Faculty Finder tool can help identify which faculty a specific program belongs to. This breadth means a prospective student is not limited to a single academic direction at NUML, and can potentially combine a primary degree in one faculty with creative or extracurricular engagement through the Faculty of Arts and Humanities alongside it.",en.wikipedia.org/wiki/National_University_of_Modern_Languages,Minahil,verified
fac-120,faculty,"NUML's official motto is ""We teach how to think, not what to think,"" reflecting the university's stated focus on critical thinking over rote learning. This philosophy is intended to run across all of NUML's faculties and programs, from languages and social sciences to engineering, computer sciences, and management studies, rather than being associated with any one specific faculty or degree. The motto reflects the university's founding emphasis on language education and communication when it began in 1969 as the Institute of Modern Languages, and continues to be presented as guiding the teaching approach across the university's now much broader range of faculties following its upgrade to full university status in May 2000.",en.wikipedia.org/wiki/National_University_of_Modern_Languages,Minahil,verified
cmp-121,campus,"NUML's main campus is located in Sector H-9, Islamabad, Pakistan, and serves as the university's primary campus, housing the central administration, all four core faculties, and the complementary Faculty of Arts and Humanities. Besides this main campus, NUML also operates regional campuses in cities including Lahore, Faisalabad, Karachi, Multan, Quetta, Peshawar, Hyderabad, Gwadar, Rawalpindi, and Mirpur AJK, so students should confirm which campus their specific program is offered at before applying, since program availability and specific admission requirements can vary between the main campus and any given regional location. Degrees earned at any of these regional campuses carry the same academic validity and recognition as one earned at the Islamabad main campus, since transcripts and certificates are issued centrally.",numl.edu.pk (contact/address listings),Minahil,verified
cmp-122,campus,"Besides the main Islamabad campus, NUML operates regional campuses in Lahore, Faisalabad, Karachi, Multan, Quetta, Peshawar, Hyderabad, Gwadar, Rawalpindi, and Mirpur AJK. Program availability and admission requirements can vary between campuses, so students considering a regional campus should confirm details directly with that specific campus rather than assuming they match the Islamabad main campus exactly, even though the underlying curriculum, credit hour requirements, and examination standards are centralized across every location. This network of regional campuses allows NUML to admit outstation students who may prefer to study closer to home in cities like Multan or Peshawar rather than relocating to Islamabad, while still receiving a degree with identical recognition to one earned at the main campus.","en.wikipedia.org/wiki/National_University_of_Modern_Languages, numl.edu.pk",Minahil,verified
cmp-123,campus,"The central library at NUML Islamabad is called the Sir Syed Library, and it serves as the main academic resource hub for students across all faculties on the main campus, including the Faculty of Engineering and Computer Sciences, the Faculty of Languages, the Faculty of Management Studies, the Faculty of Social Sciences, and the Faculty of Arts and Humanities. It is one of several student facilities located within the H-9 campus, alongside the cafeterias, auditorium, and hostel blocks, and functions as a shared university-wide resource rather than being split into separate faculty-specific libraries. Students researching for coursework, thesis work, or general reading across any degree program at NUML would typically use this single central library rather than a departmental collection.",numl.edu.pk/hostels (facilities listing),Minahil,verified
cmp-124,campus,"NUML's Islamabad campus has two cafeterias that provide healthy and affordable food choices for students, including vegetarian options, giving students a convenient place to eat between classes without leaving the H-9 campus grounds. These are located on the main campus alongside other student facilities such as the Sir Syed Library, the auditorium, and the sports grounds, forming part of the broader set of daily-use amenities available to students regardless of which faculty they belong to. Because these cafeterias serve the entire student body rather than being restricted to a specific faculty or hostel, students from any of NUML's faculties, including those living in the on-campus hostels, can use either cafeteria during operating hours.",numl.edu.pk/facilities,Minahil,verified
cmp-125,campus,"NUML has a large auditorium used for events such as Convocation, conferences, and open house job fairs. It is one of the main venues on the Islamabad campus for university-wide gatherings, and is also used for guest lectures and seminars hosted by different faculties throughout the academic year, making it a shared resource rather than a facility tied to any single department. The auditorium is also used alongside NUML's video conference facility for larger events that need to relay sessions to participants who cannot attend in person, meaning the two facilities together support both fully in-person gatherings and hybrid events that combine physical attendance with remote participation.",numl.edu.pk/facilities,Minahil,verified
cmp-126,campus,"NUML's Islamabad campus has a community mosque located in the heart of the campus, open 24 hours a day for daily prayers. It is accessible to all students and staff regardless of faculty or hostel, and is one of the core facilities on the main H-9 campus alongside the library and cafeterias, reflecting its role as a shared amenity rather than one restricted to a specific group of students or a particular time of day. Because it remains open around the clock rather than only during standard operating hours like the library or cafeterias, students, including hostel residents observing prayer times outside regular daytime class hours, are able to access it at any point during the day or night.",numl.edu.pk/facilities,Minahil,verified
cmp-127,campus,"NUML has separate, fully furnished hostel facilities for boys and girls, designed with safety and comfort in mind, and maintained with round-the-clock security consistent with the strict gate timing and curfew rules enforced across all campus hostels. Each hostel is self-contained with its own reading room, indoor games room, lounge, and dining hall, so residents don't need to leave the building for most daily needs, similar to how the standard hostel rooms themselves come furnished with a bed, study table, chair, and wardrobe as baseline furnishings. A separate hostel also exists for faculty members, distinct from the student boys' and girls' hostels, reflecting NUML's broader hostel infrastructure across the H-9 campus.",numl.edu.pk/main/campus/facility/Hostels,Minahil,verified
cmp-128,campus,"Each hostel at NUML, separate for boys, girls, and faculty, is self-contained with amenities including a reading room, an indoor games room, a lounge, and a dining hall with mess facilities, the same mess system that all resident students are required to join as part of their hostel residence agreement. On top of these shared spaces, the Girls' Hostel also has a table tennis and outdoor badminton court, while the Boys' Hostel includes basketball and badminton courts, giving residents recreational options without needing to travel to the university's main gymnasium or outdoor sports grounds elsewhere on campus. These hostel-specific sports facilities supplement rather than replace the broader athletic amenities available to the wider student body.",numl.edu.pk/main/campus/facility/Hostels,Minahil,verified
cmp-129,campus,"NUML has a modern gymnasium with basketball, handball, volleyball, and badminton courts, table tennis, and weight training equipment, along with outdoor grounds for cricket, football, hockey, and handball, plus two additional basketball courts. These facilities are open to students across all faculties, and some sports options are also available directly within the hostel blocks for residents, such as the table tennis and badminton courts in the Girls' Hostel and the basketball and badminton courts in the Boys' Hostel. Together, the main gymnasium, the outdoor grounds, and the hostel-specific courts give both resident and non-resident students a range of athletic options across the H-9 campus rather than concentrating sports facilities in a single building or area.",numl.edu.pk/main/campus/facility/Sports%20Facilities,Minahil,verified
cmp-130,campus,"The Girls' Hostel at NUML has a table tennis and an outdoor badminton court, while the Boys' Hostel has basketball and badminton courts. These are in addition to the university's main gymnasium, which includes basketball, handball, volleyball, and badminton courts, table tennis, and weight training equipment, along with outdoor grounds for cricket, football, and hockey, giving hostel residents sports options both within their own hostel and across the wider Islamabad campus. A resident who wants access to sports not available directly within their own hostel block, such as weight training equipment or cricket and football grounds, can use the main gymnasium and outdoor grounds instead, which remain open to the broader student body.",numl.edu.pk/main/campus/facility/Sports%20Facilities,Minahil,verified
cmp-131,campus,"NUML has a video conference facility that is frequently used to conduct or relay conferences, seminars, workshops, and other academic or non-academic events held on the Islamabad campus. It is typically used alongside the university's auditorium for larger gatherings such as Convocation or open house job fairs, allowing sessions to be relayed to participants unable to attend in person, whether they are located at one of NUML's regional campuses or simply unable to be physically present in Islamabad. This combination of the auditorium and video conferencing facility supports both fully in-person and hybrid formats for major university events, extending the reach of a single gathering beyond just the people seated in the auditorium itself.",numl.edu.pk/facilities,Minahil,verified
cmp-132,campus,"NUML operates a Psychological Counselling Center on campus for students. It is available to students across all faculties on the Islamabad campus, providing a space for students to talk through academic stress, personal difficulties, or other concerns affecting their wellbeing during their time at the university, functioning as a general student-support facility rather than one tied to a specific faculty or degree program. This center operates separately from the campus Medical Center, which handles physical first aid and minor ailments for hostel residents and other students, meaning a student seeking support for emotional or psychological concerns would approach the Counselling Center specifically rather than the Medical Center used for physical health issues.",numl.edu.pk/hostels (facilities listing),Minahil,verified
cmp-133,campus,"NUML has its own student-operated FM radio station, NUML Radio, used as a training platform for media and communication students, particularly those enrolled in programs under the Faculty of Social Sciences that cover media and communication studies. It gives students hands-on broadcasting experience alongside their regular coursework, and is one of several practical, extracurricular facilities available on the Islamabad campus outside the classroom, similar in spirit to how the video conference facility and auditorium support experiential, event-based learning beyond standard lectures. Students interested in gaining broadcasting experience through this platform would typically do so in connection with their media and communication studies coursework rather than as a fully separate extracurricular club open to any student regardless of major.","medium.com (NUML overview article), cross-checked with numl.edu.pk",Minahil,verified
cmp-134,campus,"NUML was established as the Institute of Modern Languages in 1969. Its status was upgraded from an institute to a federally chartered university in May 2000, and it has since grown into a multi-faculty institution covering languages, engineering and computer sciences, management studies, social sciences, and arts and humanities, organized today into four core faculties plus the complementary Faculty of Arts and Humanities. This growth reflects a significant expansion from the university's original focus purely on language instruction, which is still honored in its official motto, ""We teach how to think, not what to think,"" a philosophy the university states is intended to carry across every one of its now much broader range of faculties and degree programs.",en.wikipedia.org/wiki/National_University_of_Modern_Languages,Minahil,verified
cmp-135,campus,"Hostel accommodation at NUML's Main Campus Islamabad is limited, so students planning to apply should do so as early as possible, consistent with the broader hostel policy in which seats are issued based on priority criteria such as distance from home and, for continuing students, academic standing. Application forms are collected from the office of the Director of Students Affairs, but only after a student has submitted their semester or course fee, since fee submission is a prerequisite for the hostel application process, reflecting the general principle across NUML's administrative processes that academic admission and fee payment must be confirmed before a related service, such as hostel accommodation or a bus pass, can be requested.",numl.edu.pk/admission,Minahil,verified
